POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,63,days,69,days,60,69,544.68,1089.36,1089.36,414.62,829.24,829.24,364.5,728.99,728.99,300.63,601.26,601.26,286.09,572.18,572.18,316.39,632.78,632.78
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,70,days,76,days,60,69,599.65,1199.3,1199.3,427.94,855.89,855.89,402.45,804.91,804.91,331.34,662.68,662.68,318.43,636.86,636.86,352.15,704.3,704.3
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,77,days,83,days,60,69,609.33,1218.67,1218.67,436.81,873.61,873.61,411.58,823.15,823.15,355.6,711.19,711.19,341.05,682.09,682.09,377.16,754.32,754.32
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,84,days,90,days,60,69,614.19,1228.37,1228.37,441.25,882.49,882.49,416.13,832.26,832.26,368.53,737.05,737.05,350.71,701.42,701.42,387.86,775.72,775.72
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,91,days,119,days,60,69,740.26,1480.51,1480.51,533.06,1066.11,1066.11,502.69,1005.39,1005.39,416.99,833.99,833.99,400.83,801.65,801.65,443.28,886.57,886.57
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,120,days,149,days,60,69,863.09,1726.18,1726.18,618.94,1237.88,1237.88,577.11,1154.22,1154.22,484.88,969.76,969.76,465.49,930.98,930.98,514.79,1029.58,1029.58
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,150,days,179,days,60,69,992.39,1984.77,1984.77,710.76,1421.52,1421.52,663.68,1327.36,1327.36,536.62,1073.25,1073.25,534.99,1069.97,1069.97,591.65,1183.3,1183.3
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,180,days,186,days,60,69,1126.54,2253.07,2253.07,808.49,1616.97,1616.97,759.36,1518.71,1518.71,638.43,1276.86,1276.86,609.33,1218.67,1218.67,673.88,1347.77,1347.77
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,186,days,209,days,60,69,1126.54,2253.07,2253.07,808.49,1616.97,1616.97,759.36,1518.71,1518.71,638.43,1276.86,1276.86,609.33,1218.67,1218.67,673.88,1347.77,1347.77
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,210,days,239,days,60,69,1241.3,2482.61,2482.61,888.45,1776.9,1776.9,833.77,1667.55,1667.55,703.07,1406.14,1406.14,673.98,1347.95,1347.95,745.35,1490.71,1490.71
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,240,days,269,days,60,69,1365.77,2731.53,2731.53,977.31,1954.61,1954.61,915.79,1831.58,1831.58,775.81,1551.63,1551.63,735.42,1470.85,1470.85,813.31,1626.62,1626.62
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,270,days,299,days,60,69,1482.12,2964.24,2964.24,1061.71,2123.42,2123.42,984.14,1968.28,1968.28,835.6,1671.21,1671.21,795.2,1590.41,1590.41,879.43,1758.85,1758.85
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,300,days,329,days,60,69,1596.9,3193.8,3193.8,1143.14,2286.29,2286.29,1060.06,2120.13,2120.13,905.14,1810.28,1810.28,863.09,1726.18,1726.18,954.51,1909.03,1909.03
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,330,days,366,days,60,69,1685.78,3371.57,3371.57,1211.26,2422.52,2422.52,1119.3,2238.6,2238.6,956.85,1913.7,1913.7,914.79,1829.59,1829.59,1011.7,2023.4,2023.4
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,1,days,2,days,70,70,79.48,158.96,158.96,67.62,135.23,135.23,60.67,121.35,121.35,59.03,118.05,118.05,55.38,110.76,110.76,66.33,132.65,132.65
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,3,days,3,days,70,70,108.95,217.9,217.9,88.76,177.51,177.51,80.18,160.35,160.35,79.48,158.96,158.96,74.55,149.1,149.1,89.28,178.56,178.56
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,4,days,4,days,70,70,136.19,272.38,272.38,109.85,219.71,219.71,99.67,199.33,199.33,102.18,204.36,204.36,80.92,161.84,161.84,96.91,193.81,193.81
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,5,days,5,days,70,70,156.62,313.25,313.25,131,262.01,262.01,112.69,225.38,225.38,108.95,217.9,217.9,83.06,166.12,166.12,99.48,198.97,198.97
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,6,days,6,days,70,70,177.06,354.12,354.12,145.8,291.61,291.61,130.02,260.04,260.04,115.79,231.58,231.58,89.44,178.88,178.88,107.12,214.25,214.25
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,7,days,7,days,70,70,188.41,376.82,376.82,152.13,304.26,304.26,134.36,268.72,268.72,118.03,236.07,236.07,91.57,183.14,183.14,109.67,219.33,219.33
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,8,days,8,days,70,70,177.06,354.12,354.12,162.7,325.4,325.4,140.86,281.72,281.72,122.57,245.15,245.15,101.66,203.31,203.31,114.81,229.62,229.62
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,9,days,9,days,70,70,186.13,372.26,372.26,169.03,338.06,338.06,147.36,294.72,294.72,124.84,249.69,249.69,103.88,207.75,207.75,117.3,234.61,234.61
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,10,days,10,days,70,70,195.21,390.43,390.43,175.38,350.76,350.76,153.86,307.72,307.72,129.4,258.79,258.79,106.17,212.33,212.33,119.89,239.79,239.79
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,11,days,11,days,70,70,211.02,422.04,422.04,185.93,371.86,371.86,160.37,320.74,320.74,134.5,269,269,113.64,227.28,227.28,124.98,249.96,249.96
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,12,days,12,days,70,70,222.63,445.27,445.27,192.27,384.54,384.54,162.51,325.02,325.02,139.13,278.26,278.26,115.95,231.91,231.91,127.52,255.04,255.04
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,13,days,13,days,70,70,231.91,463.81,463.81,200.72,401.44,401.44,169.03,338.06,338.06,143.78,287.57,287.57,118.29,236.59,236.59,130.1,260.2,260.2
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,14,days,14,days,70,70,238.86,477.72,477.72,204.95,409.9,409.9,177.68,355.36,355.36,146.12,292.25,292.25,122.9,245.79,245.79,135.17,270.34,270.34
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,15,days,15,days,70,70,243.5,487,487,212.45,424.91,424.91,180.86,361.71,361.71,150.75,301.49,301.49,143.78,287.57,287.57,159.01,318.02,318.02
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,16,days,16,days,70,70,252.77,505.55,505.55,218.83,437.67,437.67,187.39,374.77,374.77,153.04,306.07,306.07,146.12,292.25,292.25,161.6,323.2,323.2
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,17,days,17,days,70,70,296.83,593.66,593.66,225.22,450.45,450.45,191.78,383.56,383.56,160.01,320.02,320.02,150.75,301.49,301.49,166.71,333.42,333.42
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,18,days,18,days,70,70,303.8,607.61,607.61,229.46,458.93,458.93,198.28,396.56,396.56,164.65,329.3,329.3,153.04,306.07,306.07,169.26,338.53,338.53
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,19,days,19,days,70,70,310.75,621.49,621.49,235.83,471.67,471.67,200.47,400.94,400.94,166.98,333.96,333.96,157.69,315.38,315.38,174.38,348.77,348.77
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,20,days,20,days,70,70,320.01,640.02,640.02,242.19,484.39,484.39,207.02,414.04,414.04,171.6,343.21,343.21,160.01,320.02,320.02,176.97,353.95,353.95
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,21,days,21,days,70,70,329.29,658.58,658.58,248.56,497.13,497.13,211.37,422.74,422.74,173.9,347.81,347.81,164.65,329.3,329.3,182.09,364.19,364.19
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,22,days,22,days,70,70,336.26,672.53,672.53,254.94,509.89,509.89,217.91,435.82,435.82,178.56,357.11,357.11,166.98,333.96,333.96,184.68,369.37,369.37
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,23,days,23,days,70,70,345.52,691.04,691.04,261.32,522.65,522.65,222.27,444.54,444.54,180.89,361.77,361.77,171.6,343.21,343.21,189.78,379.56,379.56
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,24,days,24,days,70,70,352.51,705.02,705.02,267.69,535.39,535.39,228.8,457.6,457.6,185.54,371.08,371.08,173.9,347.81,347.81,192.35,384.69,384.69
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,25,days,25,days,70,70,359.43,718.87,718.87,274.07,548.15,548.15,230.98,461.96,461.96,190.15,380.3,380.3,180.89,361.77,361.77,200.06,400.11,400.11
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,26,days,26,days,70,70,366.41,732.81,732.81,280.44,560.89,560.89,237.52,475.04,475.04,192.47,384.94,384.94,185.54,371.08,371.08,205.16,410.33,410.33
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,27,days,27,days,70,70,378,756,756,286.79,573.59,573.59,241.88,483.77,483.77,197.11,394.23,394.23,190.15,380.3,380.3,210.3,420.59,420.59
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,28,days,28,days,70,70,389.61,779.23,779.23,293.16,586.33,586.33,248.39,496.79,496.79,199.43,398.87,398.87,192.47,384.94,384.94,212.86,425.72,425.72
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,29,days,29,days,70,70,398.87,797.74,797.74,303.82,607.65,607.65,254.94,509.89,509.89,206.4,412.79,412.79,199.43,398.87,398.87,220.55,441.1,441.1
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,30,days,30,days,70,70,410.45,820.9,820.9,310.19,620.39,620.39,261.48,522.97,522.97,211.02,422.04,422.04,204.09,408.17,408.17,225.72,451.43,451.43
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,31,days,31,days,70,70,422.07,844.13,844.13,320.81,641.62,641.62,268.02,536.03,536.03,217.99,435.98,435.98,206.4,412.79,412.79,228.25,456.49,456.49
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,32,days,32,days,70,70,431.32,862.64,862.64,327.19,654.38,654.38,274.55,549.09,549.09,220.32,440.64,440.64,213.34,426.68,426.68,235.94,471.89,471.89
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,33,days,33,days,70,70,442.94,885.89,885.89,333.56,667.12,667.12,281.11,562.21,562.21,227.29,454.59,454.59,217.99,435.98,435.98,241.09,482.18,482.18
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,34,days,34,days,70,70,452.21,904.42,904.42,344.18,688.36,688.36,287.64,575.27,575.27,231.91,463.81,463.81,220.32,440.64,440.64,243.65,487.31,487.31
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,35,days,41,days,70,70,538.01,1076.02,1076.02,429.17,858.34,858.34,361.71,723.43,723.43,303.8,607.61,607.61,292.18,584.36,584.36,323.13,646.26,646.26
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,42,days,48,days,70,70,591.34,1182.68,1182.68,467.4,934.8,934.8,409.66,819.32,819.32,331.62,663.25,663.25,324.65,649.3,649.3,359.04,718.08,718.08
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,49,days,55,days,70,70,677.16,1354.32,1354.32,516.26,1032.52,1032.52,440.15,880.3,880.3,366.41,732.81,732.81,352.51,705.02,705.02,389.85,779.69,779.69
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,56,days,62,days,70,70,714.26,1428.53,1428.53,546.04,1092.07,1092.07,479.38,958.77,958.77,405.84,811.68,811.68,391.9,783.79,783.79,433.4,866.8,866.8
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,63,days,69,days,70,70,781.52,1563.04,1563.04,594.88,1189.75,1189.75,522.96,1045.92,1045.92,431.32,862.64,862.64,410.45,820.9,820.9,453.94,907.88,907.88
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,70,days,76,days,70,70,860.33,1720.66,1720.66,613.99,1227.97,1227.97,577.44,1154.89,1154.89,475.42,950.83,950.83,456.84,913.68,913.68,505.22,1010.45,1010.45
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,77,days,83,days,70,70,874.26,1748.53,1748.53,626.73,1253.47,1253.47,590.52,1181.03,1181.03,510.19,1020.38,1020.38,489.32,978.64,978.64,541.15,1082.29,1082.29
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,84,days,90,days,70,70,881.25,1762.49,1762.49,633.11,1266.23,1266.23,597.05,1194.09,1194.09,528.74,1057.47,1057.47,503.24,1006.47,1006.47,556.53,1113.06,1113.06
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,91,days,119,days,70,70,1062.12,2124.25,2124.25,764.83,1529.66,1529.66,721.26,1442.51,1442.51,598.31,1196.62,1196.62,575.12,1150.25,1150.25,636.04,1272.09,1272.09
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,120,days,149,days,70,70,1238.36,2476.72,2476.72,888.08,1776.16,1776.16,828.06,1656.12,1656.12,695.71,1391.42,1391.42,667.88,1335.76,1335.76,738.62,1477.25,1477.25
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,150,days,179,days,70,70,1423.88,2847.76,2847.76,1019.78,2039.55,2039.55,952.25,1904.5,1904.5,769.93,1539.85,1539.85,767.59,1535.19,1535.19,848.89,1697.79,1697.79
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,180,days,186,days,70,70,1616.36,3232.72,3232.72,1160.02,2320.04,2320.04,1089.49,2178.98,2178.98,916.02,1832.04,1832.04,874.26,1748.53,1748.53,966.86,1933.72,1933.72
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,186,days,209,days,70,70,1616.36,3232.72,3232.72,1160.02,2320.04,2320.04,1089.49,2178.98,2178.98,916.02,1832.04,1832.04,874.26,1748.53,1748.53,966.86,1933.72,1933.72
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,210,days,239,days,70,70,1781.01,3562.02,3562.02,1274.76,2549.52,2549.52,1196.29,2392.58,2392.58,1008.77,2017.55,2017.55,967.04,1934.08,1934.08,1069.48,2138.95,2138.95
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,240,days,269,days,70,70,1959.57,3919.13,3919.13,1402.2,2804.39,2804.39,1313.94,2627.89,2627.89,1113.13,2226.27,2226.27,1055.13,2110.26,2110.26,1166.89,2333.78,2333.78
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,270,days,299,days,70,70,2126.53,4253.06,4253.06,1523.29,3046.59,3046.59,1412,2824,2824,1198.93,2397.87,2397.87,1140.94,2281.89,2281.89,1261.8,2523.6,2523.6
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,300,days,329,days,70,70,2291.18,4582.36,4582.36,1640.17,3280.34,3280.34,1520.96,3041.92,3041.92,1298.63,2597.26,2597.26,1238.36,2476.72,2476.72,1369.54,2739.07,2739.07
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,330,days,366,days,70,70,2418.72,4837.43,4837.43,1737.89,3475.78,3475.78,1605.95,3211.9,3211.9,1372.85,2745.7,2745.7,1312.57,2625.13,2625.13,1451.58,2903.16,2903.16
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,1,days,2,days,71,74,79.48,158.96,158.96,67.62,135.23,135.23,60.67,121.35,121.35,59.03,118.05,118.05,55.38,110.76,110.76,66.33,132.65,132.65
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,3,days,3,days,71,74,108.95,217.9,217.9,88.76,177.51,177.51,80.18,160.35,160.35,79.48,158.96,158.96,74.55,149.1,149.1,89.28,178.56,178.56
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,4,days,4,days,71,74,136.19,272.38,272.38,109.85,219.71,219.71,99.67,199.33,199.33,102.18,204.36,204.36,80.92,161.84,161.84,96.91,193.81,193.81
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,5,days,5,days,71,74,156.62,313.25,313.25,131,262.01,262.01,112.69,225.38,225.38,108.95,217.9,217.9,83.06,166.12,166.12,99.48,198.97,198.97
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,6,days,6,days,71,74,177.06,354.12,354.12,145.8,291.61,291.61,130.02,260.04,260.04,115.79,231.58,231.58,89.44,178.88,178.88,107.12,214.25,214.25
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,7,days,7,days,71,74,188.41,376.82,376.82,152.13,304.26,304.26,134.36,268.72,268.72,118.03,236.07,236.07,91.57,183.14,183.14,109.67,219.33,219.33
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,8,days,8,days,71,74,177.06,354.12,354.12,162.7,325.4,325.4,140.86,281.72,281.72,122.57,245.15,245.15,101.66,203.31,203.31,114.81,229.62,229.62
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,9,days,9,days,71,74,186.13,372.26,372.26,169.03,338.06,338.06,147.36,294.72,294.72,124.84,249.69,249.69,103.88,207.75,207.75,117.3,234.61,234.61
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,10,days,10,days,71,74,195.21,390.43,390.43,175.38,350.76,350.76,153.86,307.72,307.72,129.4,258.79,258.79,106.17,212.33,212.33,119.89,239.79,239.79
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,11,days,11,days,71,74,211.02,422.04,422.04,185.93,371.86,371.86,160.37,320.74,320.74,134.5,269,269,113.64,227.28,227.28,124.98,249.96,249.96
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,12,days,12,days,71,74,222.63,445.27,445.27,192.27,384.54,384.54,162.51,325.02,325.02,139.13,278.26,278.26,115.95,231.91,231.91,127.52,255.04,255.04
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,13,days,13,days,71,74,231.91,463.81,463.81,200.72,401.44,401.44,169.03,338.06,338.06,143.78,287.57,287.57,118.29,236.59,236.59,130.1,260.2,260.2
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,14,days,14,days,71,74,238.86,477.72,477.72,204.95,409.9,409.9,177.68,355.36,355.36,146.12,292.25,292.25,122.9,245.79,245.79,135.17,270.34,270.34
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,15,days,15,days,71,74,243.5,487,487,212.45,424.91,424.91,180.86,361.71,361.71,150.75,301.49,301.49,143.78,287.57,287.57,159.01,318.02,318.02
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,16,days,16,days,71,74,252.77,505.55,505.55,218.83,437.67,437.67,187.39,374.77,374.77,153.04,306.07,306.07,146.12,292.25,292.25,161.6,323.2,323.2
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,17,days,17,days,71,74,296.83,593.66,593.66,225.22,450.45,450.45,191.78,383.56,383.56,160.01,320.02,320.02,150.75,301.49,301.49,166.71,333.42,333.42
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,18,days,18,days,71,74,303.8,607.61,607.61,229.46,458.93,458.93,198.28,396.56,396.56,164.65,329.3,329.3,153.04,306.07,306.07,169.26,338.53,338.53
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,19,days,19,days,71,74,310.75,621.49,621.49,235.83,471.67,471.67,200.47,400.94,400.94,166.98,333.96,333.96,157.69,315.38,315.38,174.38,348.77,348.77
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,20,days,20,days,71,74,320.01,640.02,640.02,242.19,484.39,484.39,207.02,414.04,414.04,171.6,343.21,343.21,160.01,320.02,320.02,176.97,353.95,353.95
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,21,days,21,days,71,74,329.29,658.58,658.58,248.56,497.13,497.13,211.37,422.74,422.74,173.9,347.81,347.81,164.65,329.3,329.3,182.09,364.19,364.19
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,22,days,22,days,71,74,336.26,672.53,672.53,254.94,509.89,509.89,217.91,435.82,435.82,178.56,357.11,357.11,166.98,333.96,333.96,184.68,369.37,369.37
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,23,days,23,days,71,74,345.52,691.04,691.04,261.32,522.65,522.65,222.27,444.54,444.54,180.89,361.77,361.77,171.6,343.21,343.21,189.78,379.56,379.56
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,24,days,24,days,71,74,352.51,705.02,705.02,267.69,535.39,535.39,228.8,457.6,457.6,185.54,371.08,371.08,173.9,347.81,347.81,192.35,384.69,384.69
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,25,days,25,days,71,74,359.43,718.87,718.87,274.07,548.15,548.15,230.98,461.96,461.96,190.15,380.3,380.3,180.89,361.77,361.77,200.06,400.11,400.11
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,26,days,26,days,71,74,366.41,732.81,732.81,280.44,560.89,560.89,237.52,475.04,475.04,192.47,384.94,384.94,185.54,371.08,371.08,205.16,410.33,410.33
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,27,days,27,days,71,74,378,756,756,286.79,573.59,573.59,241.88,483.77,483.77,197.11,394.23,394.23,190.15,380.3,380.3,210.3,420.59,420.59
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,28,days,28,days,71,74,389.61,779.23,779.23,293.16,586.33,586.33,248.39,496.79,496.79,199.43,398.87,398.87,192.47,384.94,384.94,212.86,425.72,425.72
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,29,days,29,days,71,74,398.87,797.74,797.74,303.82,607.65,607.65,254.94,509.89,509.89,206.4,412.79,412.79,199.43,398.87,398.87,220.55,441.1,441.1
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,30,days,30,days,71,74,410.45,820.9,820.9,310.19,620.39,620.39,261.48,522.97,522.97,211.02,422.04,422.04,204.09,408.17,408.17,225.72,451.43,451.43
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,31,days,31,days,71,74,422.07,844.13,844.13,320.81,641.62,641.62,268.02,536.03,536.03,217.99,435.98,435.98,206.4,412.79,412.79,228.25,456.49,456.49
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,32,days,32,days,71,74,431.32,862.64,862.64,327.19,654.38,654.38,274.55,549.09,549.09,220.32,440.64,440.64,213.34,426.68,426.68,235.94,471.89,471.89
